Unnamed: 0,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,SimillarHTTP, Inbound,label
136419,192.168.50.8-8.8.8.8-57172-53-17,192.168.50.8,57172,8.8.8.8,53,17,2018-11-03 09:41:55.958475,58618,2,2,84,204,42,42,42.0,0.0,102,102,102.0,0.0,4913.16660411478,68.2384250571497,19539.3333333333,33840.5200068399,58615,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,0,0,40,40,34.1192125285748,34.1192125285748,42,102,66.0,32.86335345031,1080.0,0,0,0,0,0,0,0,0,1,82.5,42.0,102.0,40,0,0,0,0,0,0,2,84,2,204,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,BENIGN
126,192.168.50.6-52.85.89.250-54876-443-6,192.168.50.6,54876,52.85.89.250,443,6,2018-11-03 09:20:53.837400,116248948,68,93,6971,94114,1329,0,102.514705882353,321.123331152316,3047,0,1011.97849462366,824.440877444864,869.556256113389,1.3849587696914,726555.925,2564641.14209665,10008715,1,116248948,1735058.92537313,3767653.67347118,10047610,1,110747856,1203781.04347826,3276512.27393668,10052002,1,0,0,0,0,1384,2148,0.584951530055997,0.800007239635407,0,3047,623.981481481481,797.209858607597,635543.558661146,0,0,0,0,1,0,0,0,1,627.857142857143,102.514705882353,1011.97849462366,1384,0,0,0,0,0,0,68,6971,93,94114,8192,139,66,20,63917.8333333333,85111.5679455591,334153,38853,9623494.25,1310628.92628055,10008715,5461988,0,0,BENIGN
1244,172.217.0.98-192.168.50.8-443-59770-6,172.217.0.98,443,192.168.50.8,59770,6,2018-11-03 09:48:47.201809,3,3,0,18,0,6,6,6.0,0.0,0,0,0.0,0.0,6000000.0,1000000.0,1.5,0.707106781186548,2,1,3,1.5,0.707106781186548,2,1,0,0.0,0.0,0,0,0,0,0,0,60,0,1000000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,0,1,0,0,0,8.0,6.0,0.0,60,0,0,0,0,0,0,3,18,0,0,397,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,BENIGN
89488,192.168.50.6-74.208.236.171-54828-80-6,192.168.50.6,54828,74.208.236.171,80,6,2018-11-03 09:20:51.849316,7335457,2,8,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.36324158126753,815050.777777778,1467090.39372782,4255973,1,1,1.0,0.0,1,1,7280301,1040043.0,1613626.12115198,4255973,1,0,0,0,0,64,256,0.272648316253507,1.09059326501403,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,4,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,8,0,8192,29200,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0,BENIGN
172870,192.168.50.6-4.2.2.4-53779-53-17,192.168.50.6,53779,4.2.2.4,53,17,2018-11-03 09:29:53.250474,21273,2,2,50,82,25,25,25.0,0.0,41,41,41.0,0.0,6205.0486532224,188.031777370376,7091.0,12268.1168889117,21257,3,3,3.0,0.0,3,3,13,13.0,0.0,13,13,0,0,0,0,40,40,94.0158886851878,94.0158886851878,25,41,31.4,8.76356092008266,76.8,0,0,0,0,0,0,0,0,1,39.25,25.0,41.0,40,0,0,0,0,0,0,2,50,2,82,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,BENIGN
13881,192.168.50.9-54.164.68.142-58274-443-6,54.164.68.142,443,192.168.50.9,58274,6,2018-11-03 09:54:29.430539,2,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1500000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,1,1.0,0.0,1,1,0,0,0,0,32,64,500000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,2,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,118,320,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,BENIGN
132572,192.168.50.8-4.2.2.4-53399-53-17,192.168.50.8,53399,4.2.2.4,53,17,2018-11-03 09:38:03.390556,20790,2,2,80,210,40,40,40.0,0.0,105,105,105.0,0.0,13949.013949014,192.400192400192,6930.0,11997.9161107252,20784,1,1,1.0,0.0,1,1,5,5.0,0.0,5,5,0,0,0,0,40,40,96.2000962000962,96.2000962000962,40,105,66.0,35.6019662378358,1267.5,0,0,0,0,0,0,0,0,1,82.5,40.0,105.0,40,0,0,0,0,0,0,2,80,2,210,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,BENIGN
18,192.168.50.9-52.28.108.167-48208-443-6,192.168.50.9,48208,52.28.108.167,443,6,2018-11-03 09:18:35.989729,196,4,0,123,0,46,0,30.75,21.6852484422014,0,0,0.0,0.0,627551.020408163,20408.1632653061,65.3333333333333,109.701109079778,192,1,196,65.3333333333333,109.701109079778,192,1,0,0.0,0.0,0,0,1,0,0,0,128,0,20408.1632653061,0.0,0,46,33.8,19.9799899899875,399.2,0,0,1,0,0,1,0,0,0,42.25,30.75,0.0,128,0,0,0,0,0,0,4,123,0,0,829,-1,2,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0,BENIGN
2066,192.168.50.9-52.85.90.206-34784-443-6,192.168.50.9,34784,52.85.90.206,443,6,2018-11-03 09:59:25.978888,1,2,0,31,0,31,0,15.5,21.920310216783,0,0,0.0,0.0,31000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,1,0,0,0,64,0,2000000.0,0.0,0,31,20.6666666666667,17.8978583448784,320.333333333333,0,0,1,0,0,1,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,342,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0,BENIGN
142480,192.168.50.6-8.8.8.8-61227-53-17,192.168.50.6,61227,8.8.8.8,53,17,2018-11-03 09:57:05.413465,54613,2,2,82,114,41,41,41.0,0.0,57,57,57.0,0.0,3588.88909234065,73.2426345375643,18204.3333333333,31525.6340988303,54607,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,36.6213172687822,36.6213172687822,41,57,47.4,8.76356092008266,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,40,0,0,0,0,0,0,2,82,2,114,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,BENIGN
590,192.168.50.8-52.85.90.206-59655-443-6,192.168.50.8,59655,52.85.90.206,443,6,2018-11-03 09:33:55.866448,117345688,166,292,3760,436782,517,0,22.6506024096385,69.8240965153174,3247,0,1495.82876712329,500.581041903558,3754.22401545765,3.90299812294765,256773.934354486,3850149.07524834,58711567,1,117345688,711185.987878788,6394687.9352103,58711567,1,117096565,402393.694158076,4833794.63038061,58750753,1,0,0,0,0,3344,5864,1.41462377381945,2.48837434912819,0,3247,959.786492374728,815.158795948314,664483.862611906,0,0,0,0,1,0,0,0,1,961.882096069869,22.6506024096386,1495.82876712329,3344,0,0,0,0,0,0,166,3760,292,436782,8192,131,164,20,284923.5,50260.4428999586,320463,249384,58263252.0,634013.153215294,58711567,57814937,0,0,BENIGN
19478,192.168.50.8-8.8.8.8-63211-53-17,192.168.50.8,63211,8.8.8.8,53,17,2018-11-03 09:57:20.620158,45291,2,2,62,510,31,31,31.0,0.0,255,255,255.0,0.0,12629.4407277384,88.317767326842,15097.0,26145.3069593761,45287,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,40,40,44.158883663421,44.158883663421,31,255,120.6,122.689852881157,15052.8,0,0,0,0,0,0,0,0,1,150.75,31.0,255.0,40,0,0,0,0,0,0,2,62,2,510,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,BENIGN
112108,192.168.50.6-4.2.2.4-62869-53-17,192.168.50.6,62869,4.2.2.4,53,17,2018-11-03 09:57:08.495921,20714,2,2,86,284,43,43,43.0,0.0,142,142,142.0,0.0,17862.3153422806,193.106111808439,6904.66666666667,11954.0373235712,20708,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,96.5530559042194,96.5530559042194,43,142,82.6,54.2245331930115,2940.3,0,0,0,0,0,0,0,0,1,103.25,43.0,142.0,40,0,0,0,0,0,0,2,86,2,284,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,BENIGN
1351,192.168.50.6-216.58.219.226-55102-443-6,192.168.50.6,55102,216.58.219.226,443,6,2018-11-03 09:48:53.205756,109661347,72,90,8752,10440,930,0,121.555555555556,225.223200021348,1430,0,116.0,258.740076073058,175.011528902704,1.47727530649427,681126.378881988,5294288.74746432,58874940,0,109661347,1544526.01408451,7926646.74841948,58910877,0,109599256,1231452.31460674,7099270.44976463,58916023,0,0,0,0,0,1464,1824,0.656566802886344,0.82070850360793,0,1430,117.742331288344,243.11412218725,59104.4764068773,0,0,0,0,1,0,0,0,1,118.469135802469,121.555555555556,116.0,1464,0,0,0,0,0,0,72,8752,90,10440,8192,298,70,20,196819.5,88542.972137827,329419,145816,27202968.5,23089503.4422948,58874940,9822483,0,0,BENIGN
34735,192.168.50.6-74.208.236.171-55039-80-6,74.208.236.171,80,192.168.50.6,55039,6,2018-11-03 09:46:52.330756,99,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,181818.181818182,30303.0303030303,49.5,67.175144212722,97,2,0,0.0,0.0,0,0,2,2.0,0.0,2,2,0,0,0,0,20,40,10101.0101010101,20202.0202020202,6,6,6.0,0.0,0.0,0,0,0,0,0,1,1,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,1825,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,BENIGN
1510,172.217.12.202-192.168.50.8-443-59839-6,192.168.50.8,59839,172.217.12.202,443,6,2018-11-03 09:49:36.910671,117640249,28,25,1894,6002,517,0,67.6428571428571,135.828108770884,2408,0,240.08,560.868145526796,67.1198851338712,0.450526078026238,2262312.48076923,11342641.5164886,58790878,1,117640249,4357046.25925926,15596483.1482915,58871381,1,117599016,4899959.0,16498977.1375663,58831875,1,0,0,0,0,632,524,0.238013777070465,0.212512300955772,0,2408,146.222222222222,399.584438223563,159667.72327044,0,0,0,0,1,0,0,0,0,148.981132075472,67.6428571428571,240.08,632,0,0,0,0,0,0,28,1894,25,6002,8192,246,22,20,252743.0,42901.5826281502,283079,222407,58426022.0,515984.303513198,58790878,58061166,0,0,BENIGN
657,172.217.11.10-192.168.50.6-443-54966-6,192.168.50.6,54966,172.217.11.10,443,6,2018-11-03 09:34:22.962601,117240957,32,27,4116,7916,1053,0,128.625,273.49703660599,2407,0,293.185185185185,542.307253035728,102.626252018738,0.503237106807308,2021395.81034483,10758300.269432,58812269,1,117240957,3781966.35483871,14600935.9773707,58852972,1,117178481,4506864.65384615,15897391.8178269,58853018,1,0,0,0,0,664,564,0.272942159624303,0.230294947183005,0,2407,200.533333333333,419.903195731243,176318.693785311,0,0,0,0,1,0,0,0,0,203.93220338983,128.625,293.185185185185,664,0,0,0,0,0,0,32,4116,27,7916,8192,254,30,20,134371.5,101957.019672507,206466,62277,58454948.0,505328.204320717,58812269,58097627,0,0,BENIGN
164595,192.168.50.8-4.2.2.4-60942-53-17,192.168.50.8,60942,4.2.2.4,53,17,2018-11-03 09:34:21.876774,21081,2,2,86,194,43,43,43.0,0.0,97,97,97.0,0.0,13282.1023670604,189.744319529434,7027.0,12166.7909080415,21076,2,3,3.0,0.0,3,3,2,2.0,0.0,2,2,0,0,0,0,40,64,94.872159764717,94.872159764717,43,97,64.6,29.577018105279,874.8,0,0,0,0,0,0,0,0,1,80.75,43.0,97.0,40,0,0,0,0,0,0,2,86,2,194,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,BENIGN
8702,192.168.50.8-52.88.72.192-59615-443-6,52.88.72.192,443,192.168.50.8,59615,6,2018-11-03 09:22:15.622890,141,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,127659.574468085,21276.5957446808,70.5,96.873629022557,139,2,0,0.0,0.0,0,0,2,2.0,0.0,2,2,0,0,0,0,20,40,7092.19858156028,14184.3971631206,6,6,6.0,0.0,0.0,0,0,0,0,0,1,1,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,31768,63919,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,BENIGN
161802,192.168.50.6-4.2.2.4-62465-53-17,192.168.50.6,62465,4.2.2.4,53,17,2018-11-03 09:57:13.859290,20646,2,2,88,216,44,44,44.0,0.0,108,108,108.0,0.0,14724.401821176,193.742129226,6882.0,11915.6435411605,20641,2,3,3.0,0.0,3,3,2,2.0,0.0,2,2,0,0,0,0,40,40,96.8710646130001,96.8710646130001,44,108,69.6,35.0542436803306,1228.8,0,0,0,0,0,0,0,0,1,87.0,44.0,108.0,40,0,0,0,0,0,0,2,88,2,216,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,BENIGN
153570,192.168.50.6-34.209.108.219-55071-443-6,34.209.108.219,443,192.168.50.6,55071,6,2018-11-03 09:49:52.018557,203,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,88669.9507389163,14778.3251231527,101.5,139.30003589375,200,3,0,0.0,0.0,0,0,3,3.0,0.0,3,3,0,0,0,0,20,40,4926.10837438424,9852.21674876847,6,6,6.0,0.0,0.0,0,0,0,0,0,1,1,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,31320,63948,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,BENIGN
2109,172.217.2.98-192.168.50.8-443-59897-6,192.168.50.8,59897,172.217.2.98,443,6,2018-11-03 10:00:10.285347,976,4,0,129,0,46,6,32.25,18.8745860881769,0,0,0.0,0.0,132172.131147541,4098.36065573771,325.333333333333,558.297710306368,970,3,976,325.333333333333,558.297710306368,970,3,0,0.0,0.0,0,0,1,0,0,0,80,0,4098.36065573771,0.0,6,46,35.0,17.464249196573,305.0,0,0,1,0,0,1,0,0,0,43.75,32.25,0.0,80,0,0,0,0,0,0,4,129,0,0,16439,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,BENIGN
162710,192.168.50.8-4.2.2.4-61346-53-17,192.168.50.8,61346,4.2.2.4,53,17,2018-11-03 09:38:01.557598,20796,2,2,74,186,37,37,37.0,0.0,93,93,93.0,0.0,12502.4043085209,192.344681669552,6932.0,12004.8441472599,20794,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,96.1723408347759,96.1723408347759,37,93,59.4,30.6724632202893,940.8,0,0,0,0,0,0,0,0,1,74.25,37.0,93.0,64,0,0,0,0,0,0,2,74,2,186,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0,BENIGN
174517,192.168.50.6-8.8.8.8-53513-53-17,192.168.50.6,53513,8.8.8.8,53,17,2018-11-03 09:55:04.139854,45503,2,2,100,132,50,50,50.0,0.0,66,66,66.0,0.0,5098.56492978485,87.9062918928422,15167.6666666667,26266.8391766755,45498,2,3,3.0,0.0,3,3,2,2.0,0.0,2,2,0,0,0,0,40,40,43.9531459464211,43.9531459464211,50,66,56.4,8.76356092008266,76.8,0,0,0,0,0,0,0,0,1,70.5,50.0,66.0,40,0,0,0,0,0,0,2,100,2,132,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,BENIGN
93372,192.168.50.6-8.8.8.8-64624-53-17,192.168.50.6,64624,8.8.8.8,53,17,2018-11-03 09:20:54.194116,66930,2,2,78,202,39,39,39.0,0.0,101,101,101.0,0.0,4183.47527267294,59.7639324667563,22310.0,38638.5894152465,66926,2,2,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0,0,0,40,40,29.8819662333782,29.8819662333782,39,101,63.8,33.9587985653203,1153.2,0,0,0,0,0,0,0,0,1,79.75,39.0,101.0,40,0,0,0,0,0,0,2,78,2,202,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,BENIGN
251,172.217.10.226-192.168.50.6-443-54915-6,172.217.10.226,443,192.168.50.6,54915,6,2018-11-03 09:25:22.320891,17,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,705882.352941177,117647.058823529,17.0,0.0,17,17,17,17.0,0.0,17,17,0,0.0,0.0,0,0,0,0,0,0,40,0,117647.058823529,0.0,6,6,6.0,0.0,0.0,0,0,0,0,0,1,1,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,246,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,BENIGN
189971,192.168.50.8-4.2.2.4-55355-53-17,192.168.50.8,55355,4.2.2.4,53,17,2018-11-03 09:34:11.587239,20783,2,2,58,166,29,29,29.0,0.0,83,83,83.0,0.0,10778.0397440216,192.464995428956,6927.66666666667,11997.3385937604,20781,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,40,96.2324977144782,96.2324977144782,29,83,50.6,29.577018105279,874.8,0,0,0,0,0,0,0,0,1,63.25,29.0,83.0,64,0,0,0,0,0,0,2,58,2,166,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0,BENIGN
